dispnum,ord_incidnum,stday,stmon,styear,endday,endmon,endyear,duration,tbi,fatality,fatalpre,action,hostlev,numa,version,incidnum
4343,4343023,24,11,2000,27,11,2000,4,0,0,0,1,2,1,5,4343023
4343,4343024,24,11,2000,27,11,2000,4,0,0,0,1,2,1,5,4343024
4343,4343025,24,11,2000,27,11,2000,4,0,0,0,1,2,1,5,4343025
4343,4343026,24,11,2000,27,11,2000,4,0,0,0,1,2,1,5,4343026
4343,4343027,24,11,2000,27,11,2000,4,0,0,0,1,2,1,5,4343027
4343,4343028,24,11,2000,27,11,2000,4,0,0,0,1,2,1,5,4343028
4343,4343029,24,11,2000,27,11,2000,4,0,0,0,1,2,1,5,4343029
4343,4343030,24,11,2000,27,11,2000,4,0,0,0,1,2,1,5,4343030
4343,4343031,24,11,2000,27,11,2000,4,0,0,0,1,2,1,5,4343031
4343,4343032,24,11,2000,27,11,2000,4,0,0,0,1,2,1,5,4343032
4343,4343033,24,11,2000,27,11,2000,4,0,0,0,1,2,1,5,4343033
4343,4343034,24,11,2000,27,11,2000,4,0,0,0,1,2,1,5,4343034
4343,4343035,24,11,2000,27,11,2000,4,0,0,0,1,2,1,5,4343035
4343,4343036,24,11,2000,27,11,2000,4,0,0,0,1,2,1,5,4343036
4343,4343037,24,11,2000,27,11,2000,4,3,0,0,1,2,1,5,4343037
4343,4343038,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343038
4343,4343039,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343039
4343,4343040,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343040
4343,4343041,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343041
4343,4343042,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343042
4343,4343043,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343043
4343,4343044,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343044
4343,4343045,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343045
4343,4343046,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343046
4343,4343047,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343047
4343,4343048,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343048
4343,4343049,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343049
4343,4343050,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343050
4343,4343051,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343051
4343,4343052,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343052
4343,4343053,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343053
4343,4343054,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343054
4343,4343055,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343055
4343,4343056,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343056
4343,4343057,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343057
4343,4343058,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343058
4343,4343059,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343059
4343,4343060,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343060
4343,4343061,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343061
4343,4343062,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343062
4343,4343063,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343063
4343,4343064,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343064
4343,4343065,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343065
4343,4343066,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343066
4343,4343067,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343067
4343,4343068,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343068
4343,4343069,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343069
4343,4343070,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343070
4343,4343071,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343071
4343,4343072,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343072
4343,4343073,27,11,2000,27,11,2000,1,0,0,0,7,3,1,5,4343073
4343,4343074,27,11,2000,27,11,2000,1,-9,0,0,7,3,1,5,4343074
4344,4344001,15,4,1999,-9,4,1999,-9,10,0,0,7,3,1,5,4344001
4345,4345001,6,1,2002,6,1,2002,1,38,0,0,14,4,1,5,4345001
4345,4345002,13,2,2002,13,2,2002,1,13,0,0,14,4,1,5,4345002
4345,4345003,26,2,2002,27,2,2002,2,78,0,0,16,4,1,5,4345003
4345,4345004,15,5,2002,15,5,2002,1,41,-9,-9,16,4,1,5,4345004
4345,4345005,25,6,2002,25,6,2002,1,86,0,0,14,4,1,5,4345005
4345,4345006,19,9,2002,19,9,2002,1,60,0,0,12,3,1,5,4345006
4345,4345007,18,11,2002,18,11,2002,1,38,0,0,12,3,1,5,4345007
4345,4345008,26,12,2002,26,12,2002,1,-9,0,0,11,3,1,5,4345008
4346,4346001,23,1,2002,4,2,2002,13,-9,0,0,14,4,1,5,4346001
4347,4347001,25,1,2002,25,1,2002,1,43,0,0,16,4,1,5,4347001
4347,4347002,9,3,2002,31,7,2002,145,36,0,0,14,4,1,5,4347002
4347,4347003,14,4,2002,14,4,2002,1,66,-9,-9,16,4,1,5,4347003
4347,4347004,19,6,2002,19,6,2002,1,-9,-9,-9,16,4,1,5,4347004
4348,4348001,27,1,2002,27,1,2002,1,127,0,0,11,3,1,5,4348001
4348,4348002,3,6,2002,6,6,2002,1,0,0,0,15,4,1,5,4348002
4348,4348003,3,6,2002,3,6,2002,1,-9,0,0,12,3,1,5,4348003
4349,4349001,19,3,2002,19,3,2002,1,29,0,0,11,3,1,5,4349001
4349,4349002,17,4,2002,17,4,2002,1,179,0,0,8,3,1,5,4349002
4349,4349003,13,10,2002,16,10,2002,1,5,0,0,15,4,1,5,4349003
4349,4349004,18,10,2002,18,10,2002,1,-9,-9,-9,17,4,1,5,4349004
4350,4350001,1,7,2002,1,7,2002,1,-9,1,1,16,4,1,5,4350001
4351,4351001,7,7,2002,7,7,2002,1,-9,0,0,8,3,1,5,4351001
4352,4352001,11,7,2002,18,7,2002,8,1,0,0,14,4,1,5,4352001
4352,4352002,12,7,2002,18,7,2002,7,-9,0,0,7,3,1,5,4352002
4353,4353001,25,7,2002,25,7,2002,1,-9,0,0,11,3,1,5,4353001
4354,4354001,26,8,2002,26,8,2002,1,-9,0,0,1,2,1,5,4354001
4355,4355001,2,9,2002,5,9,2002,1,-9,0,0,15,4,1,5,4355001
4356,4356001,4,9,2002,4,9,2002,1,44,0,0,14,4,1,5,4356001
4356,4356002,18,10,2002,18,10,2002,1,144,0,0,14,4,1,5,4356002
4356,4356003,11,3,2003,11,3,2003,1,19,0,0,11,3,1,5,4356003
4356,4356004,30,3,2003,30,3,2003,1,20,0,0,14,4,1,5,4356004
4356,4356005,19,4,2003,19,4,2003,1,-9,0,0,1,2,1,5,4356005
4357,4357001,30,10,2002,30,10,2002,1,-9,0,0,16,4,1,5,4357001
4358,4358001,2,12,2002,2,12,2002,1,12,0,0,11,3,1,5,4358001
4358,4358002,14,12,2002,14,12,2002,1,39,0,0,11,3,1,5,4358002
4358,4358003,22,1,2003,22,1,2003,1,-9,0,0,16,4,1,5,4358003
4359,4359001,12,12,2002,12,12,2002,1,-9,0,0,14,4,1,5,4359001
4360,4360001,24,7,2003,29,7,2003,6,-9,0,0,15,4,1,5,4360001
4361,4361001,4,10,2003,4,10,2003,1,-9,0,0,12,3,1,5,4361001
4362,4362001,1,11,2003,1,11,2003,1,26,1,1,17,4,1,5,4362001
4362,4362002,27,11,2003,27,11,2003,1,-9,0,0,11,3,1,5,4362002
4363,4363001,1,11,2003,1,11,2003,1,-9,0,0,16,4,1,5,4363001
4364,4364001,26,12,2003,26,12,2003,1,-9,0,0,8,3,1,5,4364001
4365,4365001,21,4,2004,21,4,2004,1,-9,0,0,11,3,1,5,4365001
4366,4366001,24,4,2004,24,4,2004,1,7,0,0,14,4,1,5,4366001
4366,4366002,1,5,2004,1,5,2004,1,44,0,0,3,2,1,5,4366002
4366,4366003,14,6,2004,14,6,2004,1,60,0,0,11,3,1,5,4366003
4366,4366004,13,8,2004,13,8,2004,1,0,0,0,3,2,2,5,4366004
4366,4366005,13,8,2004,13,8,2004,1,106,0,0,16,4,1,5,4366005
4366,4366006,27,11,2004,27,11,2004,1,5,0,0,3,2,1,5,4366006
4366,4366007,2,12,2004,2,12,2004,1,1,0,0,14,4,1,5,4366007
4366,4366008,3,12,2004,3,12,2004,1,14,0,0,11,3,1,5,4366008
4366,4366009,17,12,2004,17,12,2004,1,-9,0,0,3,2,1,5,4366009
4367,4367001,29,4,2004,29,4,2004,1,92,1,1,17,4,1,5,4367001
4367,4367002,30,7,2004,30,7,2004,1,-9,0,0,7,3,1,5,4367002
4368,4368001,3,6,2004,3,6,2004,1,-9,0,0,8,3,1,5,4368001
4369,4369001,14,7,2004,14,7,2004,1,-9,0,0,11,3,1,5,4369001
4370,4370001,30,10,2004,30,10,2004,1,-9,0,0,14,4,1,5,4370001
4371,4371001,6,11,2004,6,11,2004,1,0,1,9,17,4,1,5,4371001
4371,4371002,6,11,2004,6,11,2004,1,0,0,0,16,4,1,5,4371002
4371,4371003,6,11,2004,6,11,2004,1,-9,0,0,7,3,1,5,4371003
4372,4372001,2,12,2004,2,12,2004,1,2,0,0,11,3,1,5,4372001
4372,4372002,4,12,2004,4,12,2004,1,-9,1,-9,17,4,1,5,4372002
4373,4373001,4,1,2005,4,1,2005,1,72,0,0,11,3,1,5,4373001
4373,4373002,17,3,2005,17,3,2005,1,-9,0,0,11,3,1,5,4373002
4374,4374001,18,1,2005,18,1,2005,1,48,0,0,16,4,1,5,4374001
4374,4374002,7,3,2005,7,3,2005,1,-9,0,0,11,3,1,5,4374002
4375,4375001,17,2,2005,17,2,2005,1,35,0,0,11,3,1,5,4375001
4375,4375002,24,3,2005,24,3,2005,1,-9,0,0,8,3,1,5,4375002
4376,4376001,13,3,2005,13,3,2005,1,-9,0,0,11,3,1,5,4376001
4377,4377001,23,3,2005,23,3,2005,1,-9,0,0,11,3,1,5,4377001
4378,4378001,26,4,2005,26,4,2005,1,-9,0,0,16,4,1,5,4378001
4379,4379001,17,6,2005,17,6,2005,1,-9,0,0,16,4,1,5,4379001
4380,4380001,18,6,2005,18,6,2005,1,-9,1,1,16,4,1,5,4380001
4381,4381001,29,9,2005,29,9,2005,1,-9,0,0,4,2,1,5,4381001
4382,4382001,18,10,2005,18,10,2005,1,-9,0,0,7,3,1,5,4382001
4383,4383001,25,10,2005,25,10,2005,1,-9,0,0,11,3,1,5,4383001
4384,4384001,5,11,2005,5,11,2005,1,8,0,0,7,3,1,5,4384001
4384,4384002,13,11,2005,16,11,2005,1,35,0,0,15,4,1,5,4384002
4384,4384003,18,12,2005,18,12,2005,1,19,0,0,12,3,1,5,4384003
4384,4384004,6,1,2006,6,1,2006,1,42,0,0,7,3,1,5,4384004
4384,4384005,17,2,2006,17,2,2006,1,-9,0,0,17,4,1,5,4384005
4385,4385001,24,4,2006,24,4,2006,1,3,0,0,16,4,1,5,4385001
4385,4385002,27,4,2006,27,4,2006,1,-9,1,-9,17,4,1,5,4385002
4386,4386001,28,4,2006,28,4,2006,1,-9,1,1,17,4,1,5,4386001
4387,4387001,18,6,2006,18,6,2006,1,10,0,0,14,4,1,5,4387001
4387,4387002,28,6,2006,4,7,2006,7,23,0,0,14,4,1,5,4387002
4387,4387003,21,7,2006,21,7,2006,1,-9,0,0,14,4,1,5,4387003
4388,4388001,17,8,2006,17,8,2006,1,-9,0,0,12,3,1,5,4388001
4389,4389001,16,10,2006,16,10,2006,1,-9,0,0,11,3,1,5,4389001
4390,4390001,18,10,2006,18,10,2006,1,10,1,-9,16,4,1,5,4390001
4390,4390002,28,10,2006,28,10,2006,1,144,0,0,16,4,1,5,4390002
4390,4390003,21,3,2007,22,3,2007,2,19,0,0,16,4,1,5,4390003
4390,4390004,9,4,2007,9,4,2007,1,-9,2,-9,17,4,1,5,4390004
4391,4391001,10,11,2006,10,11,2006,1,-9,0,0,11,3,1,5,4391001
4392,4392001,28,7,2007,28,7,2007,1,0,0,0,12,3,1,5,4392001
4392,4392002,28,7,2007,7,8,2007,11,7,0,0,15,4,1,5,4392002
4392,4392003,4,8,2007,4,8,2007,1,52,0,0,11,3,1,5,4392003
4392,4392004,25,9,2007,25,9,2007,1,85,1,1,17,4,1,5,4392004
4392,4392005,19,12,2007,19,12,2007,1,-9,1,2,16,4,1,5,4392005
4393,4393001,10,9,2007,10,9,2007,1,0,0,0,16,4,1,5,4393001
4393,4393002,10,9,2007,13,9,2007,1,-9,0,0,15,4,1,5,4393002
4394,4394001,26,12,2007,26,12,2007,1,-9,0,0,17,4,1,5,4394001
4395,4395001,28,12,2007,28,12,2007,1,10,0,0,16,4,1,5,4395001
4395,4395002,7,1,2008,7,1,2008,1,21,0,0,16,4,1,5,4395002
4395,4395003,28,1,2008,28,1,2008,1,65,0,0,16,4,1,5,4395003
4395,4395004,2,4,2008,2,4,2008,1,37,0,0,16,4,1,5,4395004
4395,4395005,9,5,2008,9,5,2008,1,39,0,0,17,4,1,5,4395005
4395,4395006,17,6,2008,17,6,2008,1,26,0,0,16,4,1,5,4395006
4395,4395007,13,7,2008,13,7,2008,1,-9,0,0,7,3,1,5,4395007
4396,4396001,12,2,2008,12,2,2008,1,-9,1,1,17,4,1,5,4396001
4397,4397001,2,3,2008,2,3,2008,1,-9,0,0,16,4,1,5,4397001
4398,4398001,18,4,2008,18,4,2008,1,53,0,0,14,4,1,5,4398001
4398,4398002,10,6,2008,10,6,2008,1,-9,1,-9,17,4,1,5,4398002
4399,4399001,9,5,2008,9,5,2008,1,60,0,0,16,4,1,5,4399001
4399,4399002,8,7,2008,8,7,2008,1,-9,0,0,16,4,1,5,4399002
4400,4400001,11,11,2008,11,11,2008,1,-9,0,0,11,3,1,5,4400001
4401,4401001,5,12,2008,5,12,2008,1,75,0,0,16,4,1,5,4401001
4401,4401002,18,2,2009,18,2,2009,1,90,0,0,14,4,1,5,4401002
4401,4401003,19,5,2009,19,5,2009,1,94,0,0,14,4,1,5,4401003
4401,4401004,21,8,2009,21,8,2009,1,120,0,0,14,4,1,5,4401004
4401,4401005,19,12,2009,19,12,2009,1,91,0,0,14,4,1,5,4401005
4401,4401006,20,3,2010,20,3,2010,1,-9,0,0,14,4,1,5,4401006
4402,4402001,27,2,2009,27,2,2009,1,-9,0,0,14,4,1,5,4402001
4403,4403001,15,5,2009,15,5,2009,1,2,0,0,16,4,1,5,4403001
4403,4403002,17,5,2009,17,5,2009,1,59,1,-9,16,4,1,5,4403002
4403,4403003,15,7,2009,15,7,2009,1,-9,1,-9,16,4,1,5,4403003
4404,4404001,20,6,2009,20,6,2009,1,85,0,0,11,3,1,5,4404001
4404,4404002,13,9,2009,13,9,2009,1,-9,0,0,11,3,1,5,4404002
4405,4405001,3,1,2010,3,1,2010,1,-9,1,-9,17,4,1,5,4405001
4406,4406001,28,6,2010,28,6,2010,1,-9,0,0,11,3,1,5,4406001
4407,4407001,29,8,2010,29,8,2010,1,0,0,0,12,3,1,5,4407001
4407,4407002,29,8,2010,1,9,2010,1,-9,0,0,15,4,1,5,4407002
4408,4408001,29,8,2010,29,8,2010,1,-9,1,3,14,4,1,5,4408001
4409,4409001,22,2,2002,22,2,2002,1,0,0,0,7,3,1,5,4409001
4409,4409002,22,2,2002,22,2,2002,1,-9,0,0,7,3,1,5,4409002
4410,4410001,2,4,2002,2,4,2002,1,1,0,0,7,3,1,5,4410001
4410,4410002,3,4,2002,3,4,2002,1,-9,0,0,7,3,1,5,4410002
4411,4411001,23,5,2002,23,5,2002,1,-9,0,0,11,3,1,5,4411001
4412,4412001,21,7,2002,21,7,2002,1,-9,0,0,16,4,1,5,4412001
4413,4413001,6,8,2002,6,8,2002,1,-9,0,0,7,3,1,5,4413001
4414,4414001,9,8,2002,9,8,2002,1,54,0,0,17,4,1,5,4414001
4414,4414002,2,10,2002,3,10,2002,2,68,-9,-9,17,4,1,5,4414002
4414,4414003,9,12,2002,13,12,2002,5,45,1,2,17,4,1,5,4414003
4414,4414004,23,1,2003,23,1,2003,1,7,1,1,17,4,1,5,4414004
4414,4414005,30,1,2003,30,1,2003,1,26,1,1,16,4,1,5,4414005
4414,4414006,25,2,2003,25,2,2003,1,54,1,1,17,4,1,5,4414006
4414,4414007,20,4,2003,20,4,2003,1,69,-9,-9,17,4,1,5,4414007
4414,4414008,28,6,2003,1,7,2003,4,7,1,2,17,4,1,5,4414008
4414,4414009,5,7,2003,5,7,2003,1,9,1,7,17,4,1,5,4414009
4414,4414010,14,7,2003,15,7,2003,2,16,1,1,17,4,1,5,4414010
4414,4414011,30,7,2003,30,7,2003,1,147,-9,-9,17,4,1,5,4414011
4414,4414012,24,12,2003,24,12,2003,1,62,-9,-9,17,4,1,5,4414012
4414,4414013,24,2,2004,24,2,2004,1,84,0,0,16,4,1,5,4414013
4414,4414014,18,5,2004,18,5,2004,1,19,-9,-9,17,4,1,5,4414014
4414,4414015,6,6,2004,10,6,2004,5,8,1,-9,17,4,1,5,4414015
4414,4414016,14,6,2004,16,6,2004,3,2,1,-9,17,4,1,5,4414016
4414,4414017,16,6,2004,16,6,2004,1,6,0,0,11,3,1,5,4414017
4414,4414018,22,6,2004,22,6,2004,1,6,1,1,16,4,1,5,4414018
4414,4414019,28,6,2004,28,6,2004,1,2,-9,-9,17,4,1,5,4414019
4414,4414020,30,6,2004,30,6,2004,1,5,0,0,15,4,1,5,4414020
4414,4414021,5,7,2004,6,7,2004,2,8,-9,-9,17,4,1,5,4414021
4414,4414022,13,7,2004,13,7,2004,1,8,-9,-9,17,4,1,5,4414022
4414,4414023,21,7,2004,21,7,2004,1,6,-9,-9,17,4,1,5,4414023
4414,4414024,27,7,2004,2,8,2004,7,50,-9,-9,17,4,1,5,4414024
4414,4414025,15,9,2004,17,9,2004,3,53,-9,-9,17,4,1,5,4414025
4414,4414026,7,11,2004,8,11,2004,2,82,-9,-9,17,4,1,5,4414026
4414,4414027,28,1,2005,28,1,2005,1,20,-9,-9,17,4,1,5,4414027
4414,4414028,17,2,2005,17,2,2005,1,0,-9,-9,16,4,1,5,4414028
4414,4414029,17,2,2005,20,2,2005,1,13,0,0,15,4,1,5,4414029
4414,4414030,2,3,2005,2,3,2005,1,5,1,1,16,4,1,5,4414030
4414,4414031,7,3,2005,8,3,2005,2,10,1,-9,17,4,1,5,4414031
4414,4414032,17,3,2005,17,3,2005,1,3,1,-9,17,4,1,5,4414032
4414,4414033,20,3,2005,20,3,2005,1,7,1,3,17,4,1,5,4414033
4414,4414034,27,3,2005,31,3,2005,5,9,1,-9,17,4,1,5,4414034
4414,4414035,5,4,2005,5,4,2005,1,2,-9,-9,17,4,1,5,4414035
4414,4414036,7,4,2005,10,4,2005,1,25,0,0,15,4,1,5,4414036
4414,4414037,2,5,2005,2,5,2005,1,4,1,1,16,4,1,5,4414037
4414,4414038,6,5,2005,6,5,2005,1,3,0,0,16,4,1,5,4414038
4414,4414039,9,5,2005,10,5,2005,2,12,1,-9,17,4,1,5,4414039
4414,4414040,21,5,2005,21,5,2005,1,14,1,1,16,4,1,5,4414040
4414,4414041,4,6,2005,5,6,2005,2,95,1,-9,17,4,1,5,4414041
4414,4414042,7,9,2005,7,9,2005,1,32,1,1,16,4,1,5,4414042
4414,4414043,9,10,2005,9,10,2005,1,16,1,-9,17,4,1,5,4414043
4414,4414044,25,10,2005,25,10,2005,1,85,-9,-9,16,4,1,5,4414044
4414,4414045,18,1,2006,18,1,2006,1,44,-9,-9,17,4,1,5,4414045
4414,4414046,3,3,2006,3,3,2006,1,0,0,0,1,2,1,5,4414046
4414,4414047,3,3,2006,8,3,2006,6,15,1,2,17,4,1,5,4414047
4414,4414048,18,3,2006,18,3,2006,1,5,1,-9,17,4,1,5,4414048
4414,4414049,23,3,2006,23,3,2006,1,7,1,2,17,4,1,5,4414049
4414,4414050,30,3,2006,3,4,2006,5,16,1,-9,17,4,1,5,4414050
4414,4414051,15,4,2006,15,4,2006,1,10,-9,-9,17,4,1,5,4414051
4414,4414052,25,4,2006,29,4,2006,5,32,1,-9,17,4,1,5,4414052
4414,4414053,27,5,2006,27,5,2006,1,5,1,1,17,4,1,5,4414053
4414,4414054,1,6,2006,1,6,2006,1,28,0,0,16,4,1,5,4414054
4414,4414055,29,6,2006,29,6,2006,1,-9,0,0,16,4,1,5,4414055
4414,4414056,-9,7,2006,-9,7,2006,-9,-9,0,0,16,4,1,5,4414056
4414,4414057,18,8,2006,18,8,2006,1,25,0,0,7,3,1,5,4414057
4414,4414058,12,9,2006,12,9,2006,1,9,0,0,16,4,1,5,4414058
4414,4414059,21,9,2006,21,9,2006,1,27,1,1,16,4,1,5,4414059
4414,4414060,18,10,2006,18,10,2006,1,8,1,1,16,4,1,5,4414060
4414,4414061,26,10,2006,26,10,2006,1,7,0,0,7,3,1,5,4414061
4414,4414062,2,11,2006,2,11,2006,1,46,0,0,7,3,1,5,4414062
4414,4414063,18,12,2006,18,12,2006,1,13,1,1,16,4,1,5,4414063
4414,4414064,31,12,2006,3,1,2007,1,16,0,0,15,4,1,5,4414064
4414,4414065,16,1,2007,16,1,2007,1,5,1,1,16,4,1,5,4414065
4414,4414066,21,1,2007,22,1,2007,2,24,1,2,16,4,1,5,4414066
4414,4414067,14,2,2007,14,2,2007,1,57,1,1,16,4,1,5,4414067
4414,4414068,12,4,2007,12,4,2007,1,123,-9,-9,17,4,1,5,4414068
4414,4414069,13,8,2007,13,8,2007,1,1,1,1,16,4,1,5,4414069
4414,4414070,14,8,2007,14,8,2007,1,9,0,0,7,3,1,5,4414070
4414,4414071,23,8,2007,23,8,2007,1,12,-9,-9,16,4,1,5,4414071
4414,4414072,4,9,2007,4,9,2007,1,33,1,5,17,4,1,5,4414072
4414,4414073,7,10,2007,7,10,2007,1,6,1,1,16,4,1,5,4414073
4414,4414074,13,10,2007,13,10,2007,1,143,1,1,16,4,1,5,4414074
4414,4414075,4,3,2008,4,3,2008,1,4,1,-9,17,4,1,5,4414075
4414,4414076,8,3,2008,9,3,2008,2,1,0,0,16,4,1,5,4414076
4414,4414077,9,3,2008,9,3,2008,1,3,1,2,17,4,1,5,4414077
4414,4414078,12,3,2008,15,3,2008,1,48,0,0,15,4,1,5,4414078
4414,4414079,29,4,2008,2,5,2008,1,17,0,0,15,4,1,5,4414079
4414,4414080,16,5,2008,16,5,2008,1,33,1,-9,17,4,1,5,4414080
4414,4414081,18,6,2008,18,6,2008,1,151,0,0,16,4,1,5,4414081
4414,4414082,16,11,2008,16,11,2008,1,38,1,3,17,4,1,5,4414082
4414,4414083,24,12,2008,24,12,2008,1,24,0,0,16,4,1,5,4414083
4414,4414084,17,1,2009,17,1,2009,1,9,1,1,16,4,1,5,4414084
4414,4414085,26,1,2009,26,1,2009,1,6,1,1,17,4,1,5,4414085
4414,4414086,1,2,2009,1,2,2009,1,19,1,-9,17,4,1,5,4414086
4414,4414087,20,2,2009,20,2,2009,1,8,1,-9,17,4,1,5,4414087
4414,4414088,28,2,2009,3,3,2009,1,71,0,0,15,4,1,5,4414088
4414,4414089,10,5,2009,13,5,2009,1,7,0,0,15,4,1,5,4414089
4414,4414090,17,5,2009,18,5,2009,2,14,1,1,16,4,1,5,4414090
4414,4414091,31,5,2009,3,6,2009,1,87,0,0,15,4,1,5,4414091
4414,4414092,26,8,2009,26,8,2009,1,15,0,0,7,3,1,5,4414092
4414,4414093,10,9,2009,10,9,2009,1,73,1,-9,17,4,1,5,4414093
4414,4414094,22,11,2009,22,11,2009,1,23,0,0,16,4,1,5,4414094
4414,4414095,15,12,2009,15,12,2009,1,30,-9,-9,17,4,1,5,4414095
4414,4414096,14,1,2010,14,1,2010,1,35,1,1,16,4,1,5,4414096
4414,4414097,18,2,2010,19,2,2010,2,14,1,-9,17,4,1,5,4414097
4414,4414098,4,3,2010,4,3,2010,1,0,0,0,12,3,1,5,4414098
4414,4414099,4,3,2010,4,3,2010,1,23,1,3,17,4,1,5,4414099
4414,4414100,27,3,2010,27,3,2010,1,83,1,1,17,4,1,5,4414100
4414,4414101,18,6,2010,21,6,2010,4,74,1,6,17,4,1,5,4414101
4414,4414102,31,8,2010,31,8,2010,1,4,1,-9,17,4,1,5,4414102
4414,4414103,4,9,2010,4,9,2010,1,13,1,1,17,4,1,5,4414103
4414,4414104,17,9,2010,17,9,2010,1,6,1,-9,17,4,1,5,4414104
4414,4414105,23,9,2010,26,9,2010,4,33,1,-9,17,4,1,5,4414105
4414,4414106,26,10,2010,28,10,2010,3,25,1,-9,17,4,1,5,4414106
4414,4414107,20,11,2010,20,11,2010,1,44,1,1,16,4,1,5,4414107
4414,4414108,3,1,2011,31,12,2014,1459,735,2,-9,17,4,1,5,4414108
4414,4414109,7,1,2013,7,1,2013,1,-9,0,0,8,3,1,5,4414109
4415,4415001,11,8,2002,11,8,2002,1,-9,0,0,7,3,1,5,4415001
4416,4416001,3,2,2003,3,2,2003,1,-9,0,0,7,3,1,5,4416001
4417,4417001,26,4,2003,26,4,2003,1,-9,0,0,7,3,1,5,4417001
4418,4418001,27,5,2003,27,5,2003,1,0,0,0,7,3,1,5,4418001
4418,4418002,27,5,2003,27,5,2003,1,-9,0,0,8,3,1,5,4418002
4419,4419001,-9,7,2003,-9,1,2004,-9,-9,0,0,11,3,1,5,4419001
4420,4420001,20,9,2003,20,9,2003,1,-9,0,0,7,3,1,5,4420001
4421,4421001,20,3,2004,20,3,2004,1,-9,0,0,16,4,1,5,4421001
4422,4422001,2,4,2004,2,4,2004,1,95,0,0,16,4,1,5,4422001
4422,4422002,6,7,2004,24,7,2004,19,31,0,0,15,4,1,5,4422002
4422,4422003,6,8,2004,6,8,2004,1,-9,0,0,7,3,1,5,4422003
4423,4423001,21,10,2004,23,10,2004,3,6,0,0,7,3,1,5,4423001
4423,4423002,27,10,2004,27,10,2004,1,0,0,0,7,3,1,5,4423002
4423,4423003,27,10,2004,27,10,2004,1,6,0,0,7,3,1,5,4423003
4423,4423004,2,11,2004,2,11,2004,1,7,0,0,7,3,1,5,4423004
4423,4423005,9,11,2004,9,11,2004,1,9,0,0,7,3,1,5,4423005
4423,4423006,18,11,2004,18,11,2004,1,54,0,0,7,3,1,5,4423006
4423,4423007,11,1,2005,11,1,2005,1,69,0,0,7,3,1,5,4423007
4423,4423008,21,3,2005,21,3,2005,1,7,0,0,7,3,1,5,4423008
4423,4423009,28,3,2005,28,3,2005,1,2,0,0,7,3,1,5,4423009
4423,4423010,30,3,2005,30,3,2005,1,0,0,0,7,3,1,5,4423010
4423,4423011,30,3,2005,30,3,2005,1,-9,0,0,7,3,1,5,4423011
4424,4424001,22,3,2005,22,3,2005,1,146,0,0,12,3,1,5,4424001
4424,4424002,15,8,2005,15,8,2005,1,67,0,0,8,3,1,5,4424002
4424,4424003,21,10,2005,23,10,2005,3,123,0,0,15,4,1,5,4424003
4424,4424004,21,2,2006,21,2,2006,1,93,0,0,7,3,1,5,4424004
4424,4424005,25,5,2006,25,5,2006,1,86,0,0,7,3,1,5,4424005
4424,4424006,19,8,2006,19,8,2006,1,39,0,0,7,3,1,5,4424006
4424,4424007,27,9,2006,30,9,2006,1,2,0,0,15,4,1,5,4424007
4424,4424008,29,9,2006,29,9,2006,1,-9,0,0,11,3,1,5,4424008
4425,4425001,23,3,2005,23,3,2005,1,0,0,0,12,3,1,5,4425001
4425,4425002,23,3,2005,23,3,2005,1,-9,0,0,7,3,1,5,4425002
